"personne,""discipline"",""nation"",""anneeMin"",""anneeMax"",""nbOr"",""nbArgent"",""nbBronze"",""total"""
"http://dbpedia.org/resource/André_Jousseaume,""Equestrian"",""FRA"",1932,1952,2,2,1,5"
"http://dbpedia.org/resource/Wilfried_Dietrich,""Wrestling"",""EUA"",1956,1968,1,2,2,5"
"http://dbpedia.org/resource/Xiao_Ruoteng,""Gymnastics"",""CHN"",2020,2024,0,2,3,5"
"http://dbpedia.org/resource/Jean-François_Lamour,""Fencing"",""FRA"",1984,1992,2,1,2,5"
"http://dbpedia.org/resource/Wang_Nan_(table_tennis),""Table tennis"",""CHN"",2000,2008,4,1,0,5"
"http://dbpedia.org/resource/Denis_Spitsov,""Cross-country skiing"",""ROC"",2018,2022,1,3,1,5"
"http://dbpedia.org/resource/Niels_Larsen,""Shooting"",""DEN"",1912,1924,1,1,3,5"
"http://dbpedia.org/resource/Boy_Charlton,""Swimming"",""AUS"",1924,1928,1,3,1,5"
"http://dbpedia.org/resource/Ekaterina_Karsten,""Rowing"",""BLR"",1992,2008,2,1,2,5"
"http://dbpedia.org/resource/Irene_Schouten,""Speed skating"",""NED"",2018,2022,3,0,2,5"
"http://dbpedia.org/resource/Anfisa_Reztsova,""Biathlon"",""EUN"",1988,1994,3,1,1,5"
"http://dbpedia.org/resource/Oscar_Swahn,""Shooting"",""SWE"",1908,1920,2,1,2,5"
"http://dbpedia.org/resource/Chen_Ruolin,""Diving"",""CHN"",2008,2016,5,0,0,5"
"http://dbpedia.org/resource/Vreni_Schneider,""Alpine skiing"",""SUI"",1988,1994,3,1,1,5"
"http://dbpedia.org/resource/Sanya_Richards-Ross,""Athletics"",""USA"",2004,2012,4,0,1,5"
"http://dbpedia.org/resource/Frank_Luck,""Biathlon"",""GER"",1994,2002,2,3,0,5"
"http://dbpedia.org/resource/Dennis_Fenton,""Shooting"",""USA"",1920,1924,3,0,2,5"
"http://dbpedia.org/resource/Li_Xiaopeng_(gymnast),""Gymnastics"",""CHN"",2000,2008,4,0,1,5"
"http://dbpedia.org/resource/Kōji_Gushiken,""Gymnastics"",""JPN"",1984,1984,2,1,2,5"
"http://dbpedia.org/resource/Helena_Takalo,""Cross-country skiing"",""FIN"",1972,1980,1,3,1,5"
"http://dbpedia.org/resource/Svetlana_Boginskaya,""Gymnastics"",""EUN"",1988,1992,3,1,1,5"
"http://dbpedia.org/resource/Ryoko_Tani,""Judo"",""JPN"",1992,2008,2,2,1,5"
"http://dbpedia.org/resource/Renate_Stecher,""Athletics"",""GDR"",1972,1976,2,2,1,5"
"http://dbpedia.org/resource/Galina_Gorokhova,""Fencing"",""URS"",1960,1972,3,1,1,5"
"http://dbpedia.org/resource/Isaquias_Queiroz,""Canoeing"",""BRA"",2016,2024,1,3,1,5"
"http://dbpedia.org/resource/Anders_Holmertz,""Swimming"",""SWE"",1988,1996,0,4,1,5"
"http://dbpedia.org/resource/Daniel_Morelon,""Cycling"",""FRA"",1964,1976,3,1,1,5"
"http://dbpedia.org/resource/Vegard_Ulvang,""Cross-country skiing"",""NOR"",1988,1992,3,1,1,5"
"http://dbpedia.org/resource/Lou_Yun,""Gymnastics"",""CHN"",1984,1988,2,2,1,5"
"http://dbpedia.org/resource/Hermann_Weingärtner,""Gymnastics"",""GER"",1896,1896,2,2,1,5"
"http://dbpedia.org/resource/Mel_Sheppard,""Athletics"",""USA"",1908,1912,4,1,0,5"
"http://dbpedia.org/resource/Hans_Günter_Winkler,""Equestrian"",""FRG"",1956,1976,4,1,0,5"
"http://dbpedia.org/resource/Galina_Prozumenshchikova,""Swimming"",""URS"",1964,1972,1,2,2,5"
"http://dbpedia.org/resource/Arne_Borg,""Swimming"",""SWE"",1924,1928,1,2,2,5"
"http://dbpedia.org/resource/Maria_Grozdeva,""Shooting"",""BUL"",1992,2004,2,0,3,5"
"http://dbpedia.org/resource/Andre_De_Grasse,""Athletics"",""CAN"",2016,2020,1,1,3,5"
"http://dbpedia.org/resource/Lasse_Norman_Leth,""Cycling"",""DEN"",2012,2020,2,1,2,5"
"http://dbpedia.org/resource/Albina_Akhatova,""Biathlon"",""RUS"",1998,2006,1,1,3,5"
"http://dbpedia.org/resource/Edvin_Wide,""Athletics"",""SWE"",1920,1928,0,1,4,5"
"http://dbpedia.org/resource/Mary_T._Meagher,""Swimming"",""USA"",1984,1988,3,1,1,5"
"http://dbpedia.org/resource/Emil_Zátopek,""Athletics"",""TCH"",1948,1952,4,1,0,5"
"http://dbpedia.org/resource/Klaus_Dibiasi,""Diving"",""ITA"",1964,1976,3,2,0,5"
"http://dbpedia.org/resource/Valentin_Muratov,""Gymnastics"",""URS"",1952,1956,4,1,0,5"
"http://dbpedia.org/resource/Constanța_Burcică,""Rowing"",""ROU"",1992,2008,3,1,1,5"
"http://dbpedia.org/resource/Christa_Luding-Rothenburger,""Speed skating"",""GDR"",1984,1992,2,2,1,5"
"http://dbpedia.org/resource/Marcus_Hurley,""Cycling"",""USA"",1904,1904,4,0,1,5"
"http://dbpedia.org/resource/Matti_Nykänen,""Ski jumping"",""FIN"",1984,1988,4,1,0,5"
"http://dbpedia.org/resource/Achille_Paroche,""Shooting"",""FRA"",1900,1920,1,3,1,5"
"http://dbpedia.org/resource/Svetlana_Khorkina,""Gymnastics"",""RUS"",1996,2004,2,2,1,5"
"http://dbpedia.org/resource/Harald_Grønningen,""Cross-country skiing"",""NOR"",1960,1968,2,3,0,5"
"http://dbpedia.org/resource/András_Balczó,""Modern pentathlon"",""HUN"",1960,1972,3,2,0,5"
"http://dbpedia.org/resource/Manuela_Di_Centa,""Cross-country skiing"",""ITA"",1994,1998,2,2,1,5"
"http://dbpedia.org/resource/Jack_Beresford,""Rowing"",""GBR"",1920,1936,3,2,0,5"
"http://dbpedia.org/resource/Lavinia_Miloșovici,""Gymnastics"",""ROU"",1992,1996,2,0,3,5"
"http://dbpedia.org/resource/Charlotte_Dujardin,""Equestrian"",""GBR"",2012,2020,3,1,1,5"
"http://dbpedia.org/resource/Sabine_Bau,""Fencing"",""FRG"",1988,2000,1,2,2,5"
"http://dbpedia.org/resource/Sun_Yang,""Swimming"",""CHN"",2012,2016,3,2,0,5"
"http://dbpedia.org/resource/Erika_Zuchold,""Gymnastics"",""GDR"",1968,1972,0,4,1,5"
"http://dbpedia.org/resource/Choi_Min-jeong,""Short-track speed skating"",""KOR"",2018,2022,3,2,0,5"
"http://dbpedia.org/resource/Elana_Meyers_Taylor,""Bobsleigh"",""USA"",2010,2022,0,3,2,5"
"http://dbpedia.org/resource/Liselott_Linsenhoff,""Equestrian"",""FRG"",1956,1972,2,2,1,5"
"http://dbpedia.org/resource/Charles_Hamelin,""Short track speed skating"",""CAN"",2010,2022,4,0,1,5"
"http://dbpedia.org/resource/Vladimir_Artemov,""Gymnastics"",""URS"",1988,1988,4,1,0,5"
"http://dbpedia.org/resource/Yuliya_Pakhalina,""Diving"",""RUS"",2000,2008,1,3,1,5"
"http://dbpedia.org/resource/Veikko_Hakulinen,""Cross-country skiing"",""FIN"",1952,1960,2,2,1,5"
"http://dbpedia.org/resource/Yang_Wei_(gymnast),""Gymnastics"",""CHN"",2000,2008,3,2,0,5"
"http://dbpedia.org/resource/Anna_Meares,""Cycling"",""AUS"",2004,2016,1,1,3,5"
"http://dbpedia.org/resource/Cătălina_Ponor,""Gymnastics"",""ROM"",2004,2012,3,1,1,5"
"http://dbpedia.org/resource/Anni_Friesinger-Postma,""Speed skating"",""GER"",1998,2010,3,0,2,5"
"http://dbpedia.org/resource/Katherine_Grainger,""Rowing"",""GBR"",2000,2016,1,4,0,5"
"http://dbpedia.org/resource/Johan_Olsson_(skier),""Cross-country skiing"",""SWE"",2006,2014,1,1,3,5"
"http://dbpedia.org/resource/Yevgeny_Grishin_(speed_skater),""Speed skating"",""URS"",1956,1964,4,1,0,5"
"http://dbpedia.org/resource/Ben_Ainslie,""Sailing"",""GBR"",1996,2012,4,1,0,5"
"http://dbpedia.org/resource/Josef_Neckermann,""Equestrian"",""EUA"",1960,1972,2,1,2,5"
"http://dbpedia.org/resource/Gabriella_Paruzzi,""Cross-country skiing"",""ITA"",1992,2006,1,0,4,5"
"http://dbpedia.org/resource/Eric_Heiden,""Speed skating"",""USA"",1980,1980,5,0,0,5"
"http://dbpedia.org/resource/Jerzy_Pawłowski,""Fencing"",""POL"",1956,1968,1,3,1,5"
"http://dbpedia.org/resource/Henri_Chammartin,""Equestrian"",""SUI"",1952,1968,1,2,2,5"
"http://dbpedia.org/resource/Miya_Tachibana,""Synchronized swimming"",""JPN"",1996,2004,0,4,1,5"
"http://dbpedia.org/resource/Zou_Jingyuan,""Gymnastics"",""CHN"",2020,2024,2,2,1,5"
"http://dbpedia.org/resource/Yukio_Endō,""Gymnastics"",""JPN"",1960,1968,4,1,0,5"
"http://dbpedia.org/resource/Kim_Woo-jin_(archer),""Archery"",""KOR"",2016,2024,5,0,0,5"
"http://dbpedia.org/resource/Brady_Ellison,""Archery"",""USA"",2012,2024,0,3,2,5"
"http://dbpedia.org/resource/Ralf_Schumann,""Shooting"",""GER"",1988,2008,3,2,0,5"
"http://dbpedia.org/resource/Valeriy_Borzov,""Athletics"",""URS"",1972,1976,2,1,2,5"
"http://dbpedia.org/resource/Mal_Whitfield,""Athletics"",""USA"",1948,1952,3,1,1,5"
"http://dbpedia.org/resource/Hannes_Kolehmainen,""Athletics"",""FIN"",1912,1920,4,1,0,5"
"http://dbpedia.org/resource/Shuji_Tsurumi,""Gymnastics"",""JPN"",1960,1964,1,3,1,5"
"http://dbpedia.org/resource/Bente_Skari,""Cross-country skiing"",""NOR"",1998,2002,1,2,2,5"
"http://dbpedia.org/resource/Kathleen_McKane_Godfree,""Tennis"",""GBR"",1920,1924,1,2,2,5"
"http://dbpedia.org/resource/Jasna_Šekarić,""Shooting"",""YUG"",1988,2004,1,3,1,5"
"http://dbpedia.org/resource/Marina_Logvinenko,""Shooting"",""EUN"",1988,1996,2,1,2,5"
"http://dbpedia.org/resource/Katja_Seizinger,""Alpine skiing"",""GER"",1992,1998,3,0,2,5"
"http://dbpedia.org/resource/Lesley_Thompson,""Rowing"",""CAN"",1984,2012,1,3,1,5"
"http://dbpedia.org/resource/Michael_Plumb,""Equestrian"",""USA"",1968,1984,2,3,0,5"
"http://dbpedia.org/resource/Anton_Heida,""Gymnastics"",""USA"",1904,1904,4,1,0,5"
"http://dbpedia.org/resource/Leon_Štukelj,""Gymnastics"",""YUG"",1924,1936,3,1,1,5"
"http://dbpedia.org/resource/Tobias_Arlt,""Luge"",""GER"",2014,2022,5,0,0,5"
"http://dbpedia.org/resource/Tessa_Virtue,""Figure skating"",""CAN"",2010,2018,3,2,0,5"
"http://dbpedia.org/resource/Saúl_Craviotto,""Canoeing"",""ESP"",2012,2024,1,2,2,5"
"http://dbpedia.org/resource/Erzsébet_Gulyás-Köteles,""Gymnastics"",""HUN"",1948,1956,1,3,1,5"
"http://dbpedia.org/resource/Mijaín_López,""Wrestling"",""CUB"",2008,2024,5,0,0,5"
"http://dbpedia.org/resource/Heike_Drechsler,""Athletics"",""GER"",1988,2000,2,1,2,5"
"http://dbpedia.org/resource/Larisa_Lazutina,""Cross-country skiing"",""RUS"",1998,1998,3,1,1,5"
"http://dbpedia.org/resource/Sofya_Velikaya,""Fencing"",""ROC"",2012,2020,2,3,0,5"
"http://dbpedia.org/resource/Viorica_Susanu,""Rowing"",""ROU"",2000,2008,4,0,1,5"
"http://dbpedia.org/resource/Peter_Angerer,""Biathlon"",""FRG"",1980,1988,1,2,2,5"
"http://dbpedia.org/resource/Michael_Reusch,""Gymnastics"",""SUI"",1936,1948,1,4,0,5"
"http://dbpedia.org/resource/Lars_Jørgen_Madsen,""Shooting"",""DEN"",1900,1920,2,2,1,5"
"http://dbpedia.org/resource/Meg_Harris,""Swimming"",""AUS"",2020,2024,2,2,1,5"
"http://dbpedia.org/resource/Knut_Johannesen,""Speed skating"",""NOR"",1956,1964,2,2,1,5"
"http://dbpedia.org/resource/Iivo_Niskanen,""Cross-country skiing"",""FIN"",2014,2022,3,1,1,5"
"http://dbpedia.org/resource/Irving_Baxter,""Athletics"",""USA"",1900,1900,2,3,0,5"
"http://dbpedia.org/resource/Philippe_Cattiau,""Fencing"",""FRA"",1920,1936,1,3,1,5"
"http://dbpedia.org/resource/Lasse_Kjus,""Alpine skiing"",""NOR"",1994,2002,1,3,1,5"
"http://dbpedia.org/resource/Quentin_Fillon_Maillet,""Biathlon"",""FRA"",2022,2022,2,3,0,5"
"http://dbpedia.org/resource/Nikolay_Zimyatov,""Cross-country skiing"",""URS"",1980,1984,4,1,0,5"
"http://dbpedia.org/resource/Krista_Pärmäkoski,""Cross-country skiing"",""FIN"",2014,2022,0,2,3,5"
"http://dbpedia.org/resource/Sun_Yingsha,""Table tennis"",""CHN"",2020,2024,3,2,0,5"
"http://dbpedia.org/resource/Kjetil_Jansrud,""Alpine skiing"",""NOR"",2010,2018,1,2,2,5"
"http://dbpedia.org/resource/Piero_D'Inzeo,""Equestrian"",""ITA"",1956,1972,0,1,4,5"
"http://dbpedia.org/resource/Áron_Szilágyi,""Fencing"",""HUN"",2012,2024,3,1,1,5"
"http://dbpedia.org/resource/Justin_Gatlin,""Athletics"",""USA"",2004,2016,1,2,2,5"
"http://dbpedia.org/resource/Gustavo_Marzi,""Fencing"",""ITA"",1928,1936,1,4,0,5"
"http://dbpedia.org/resource/Robert_Scheidt,""Sailing"",""BRA"",1996,2012,2,2,1,5"
"http://dbpedia.org/resource/Kathrin_Boron,""Rowing"",""GER"",1992,2008,4,0,1,5"
"http://dbpedia.org/resource/Pål_Tyldum,""Cross-country skiing"",""NOR"",1968,1976,2,3,0,5"
"http://dbpedia.org/resource/Harald_Natvig,""Shooting"",""NOR"",1920,1924,3,1,1,5"
"http://dbpedia.org/resource/Tom_Daley,""Diving"",""GBR"",2012,2024,1,1,3,5"
"http://dbpedia.org/resource/Xu_Jiayu,""Swimming"",""CHN"",2016,2024,1,4,0,5"
"http://dbpedia.org/resource/Lawrence_Nuesslein,""Shooting"",""USA"",1920,1920,2,1,2,5"
"http://dbpedia.org/resource/William_Merz,""Gymnastics"",""USA"",1904,1904,0,1,4,5"
"http://dbpedia.org/resource/Silvio_Fauner,""Cross-country skiing"",""ITA"",1992,1998,1,2,2,5"
"http://dbpedia.org/resource/Wendy_Holdener,""Alpine skiing"",""SUI"",2018,2022,1,2,2,5"
"http://dbpedia.org/resource/Daniela_Silivaș,""Gymnastics"",""ROU"",1988,1988,3,1,1,5"
"http://dbpedia.org/resource/Sunisa_Lee,""Gymnastics"",""USA"",2020,2024,2,0,3,5"
"http://dbpedia.org/resource/Qin_Kai_(diver),""Diving"",""CHN"",2008,2016,2,1,2,5"
"http://dbpedia.org/resource/Shericka_Jackson,""Athletics"",""JAM"",2016,2020,1,1,3,5"
"http://dbpedia.org/resource/Klete_Keller,""Swimming"",""USA"",2000,2008,2,1,2,5"
"http://dbpedia.org/resource/Anita_Moen,""Cross-country skiing"",""NOR"",1994,2002,0,3,2,5"
"http://dbpedia.org/resource/Nellie_Kim,""Gymnastics"",""URS"",1976,1980,4,1,0,5"
"http://dbpedia.org/resource/Pablo_Morales,""Swimming"",""USA"",1984,1992,3,2,0,5"
"http://dbpedia.org/resource/Janet_Evans,""Swimming"",""USA"",1988,1992,4,1,0,5"
"http://dbpedia.org/resource/Alexander_Tikhonov,""Biathlon"",""URS"",1968,1980,4,1,0,5"
"http://dbpedia.org/resource/Fredric_Landelius,""Shooting"",""SWE"",1920,1924,0,3,2,5"
"http://dbpedia.org/resource/Nastia_Liukin,""Gymnastics"",""USA"",2008,2008,1,3,1,5"
"http://dbpedia.org/resource/Fu_Mingxia,""Diving"",""CHN"",1992,2000,4,1,0,5"
"http://dbpedia.org/resource/Kate_Douglass,""Swimming"",""USA"",2020,2024,2,2,1,5"
"http://dbpedia.org/resource/Li_Xiaoshuang,""Gymnastics"",""CHN"",1992,1996,2,2,1,5"
"http://dbpedia.org/resource/Wang_Hao_(table_tennis,_born_1983),""Table tennis"",""CHN"",2004,2012,2,3,0,5"
"http://dbpedia.org/resource/Alexandr_Romankov,""Fencing"",""URS"",1976,1988,1,2,2,5"
"http://dbpedia.org/resource/Alberto_Tomba,""Alpine skiing"",""ITA"",1988,1994,3,2,0,5"
"http://dbpedia.org/resource/Martin_Johnsrud_Sundby,""Cross-country skiing"",""NOR"",2010,2018,2,2,1,5"
"http://dbpedia.org/resource/Miho_Takeda,""Synchronized swimming"",""JPN"",1996,2004,0,4,1,5"
"http://dbpedia.org/resource/Justyna_Kowalczyk-Tekieli,""Cross-country skiing"",""POL"",2006,2014,2,1,2,5"
"http://dbpedia.org/resource/Wang_Meng_(speed_skater),""Short track speed skating"",""CHN"",2006,2010,3,1,1,5"
"http://dbpedia.org/resource/Juha_Mieto,""Cross-country skiing"",""FIN"",1976,1984,1,2,2,5"
"http://dbpedia.org/resource/Paavo_Aaltonen,""Gymnastics"",""FIN"",1948,1952,3,0,2,5"
"http://dbpedia.org/resource/Gustav_Fischer_(equestrian),""Equestrian"",""SUI"",1952,1968,0,3,2,5"
"http://dbpedia.org/resource/Kylie_Masse,""Swimming"",""CAN"",2016,2024,0,2,3,5"
"http://dbpedia.org/resource/Yana_Klochkova,""Swimming"",""UKR"",2000,2004,4,1,0,5"
"http://dbpedia.org/resource/André_Lange,""Bobsleigh"",""GER"",2002,2010,4,1,0,5"
"http://dbpedia.org/resource/Georg_Hackl,""Luge"",""GER"",1988,2002,3,2,0,5"
"http://dbpedia.org/resource/Léon_Marchand,""Swimming"",""FRA"",2024,2024,4,0,1,5"
"http://dbpedia.org/resource/Antje_Buschschulte,""Swimming"",""GER"",1996,2004,0,0,5,5"
"http://dbpedia.org/resource/Therese_Johaug,""Cross-country skiing"",""NOR"",2014,2022,3,1,1,5"
"http://dbpedia.org/resource/Eskild_Ebbesen,""Rowing"",""DEN"",1996,2012,3,0,2,5"
"http://dbpedia.org/resource/Xiong_Ni,""Diving"",""CHN"",1988,2000,3,1,1,5"
"http://dbpedia.org/resource/Johnny_Weissmuller,""Swimming"",""USA"",1924,1928,5,0,0,5"
"http://dbpedia.org/resource/Walter_Tewksbury,""Athletics"",""USA"",1900,1900,2,2,1,5"
"http://dbpedia.org/resource/Aino-Kaisa_Saarinen,""Cross-country skiing"",""FIN"",2006,2014,0,2,3,5"
"http://dbpedia.org/resource/Samppa_Lajunen,""Nordic combined"",""FIN"",1998,2002,3,2,0,5"
"http://dbpedia.org/resource/Ian_Crocker,""Swimming"",""USA"",2000,2008,3,1,1,5"
"http://dbpedia.org/resource/Scott_Moir,""Figure skating"",""CAN"",2010,2018,3,2,0,5"
"http://dbpedia.org/resource/Greg_Louganis,""Diving"",""USA"",1976,1988,4,1,0,5"
"http://dbpedia.org/resource/Phil_Edwards_(runner),""Athletics"",""CAN"",1928,1936,0,0,5,5"
"http://dbpedia.org/resource/Mario_Stecher,""Nordic combined"",""AUT"",2002,2014,2,0,2,4"
"http://dbpedia.org/resource/Tatyana_Petrenko-Samusenko,""Fencing"",""URS"",1960,1972,3,1,0,4"
"http://dbpedia.org/resource/Alessandra_Sensini,""Sailing"",""ITA"",1996,2008,1,1,2,4"
"http://dbpedia.org/resource/Kieren_Perkins,""Swimming"",""AUS"",1992,2000,2,2,0,4"
"http://dbpedia.org/resource/Park_Sung-hyun_(archer),""Archery"",""KOR"",2004,2008,3,1,0,4"
"http://dbpedia.org/resource/Guo_Yue_(table_tennis),""Table tennis"",""CHN"",2004,2012,2,0,2,4"
"http://dbpedia.org/resource/Mark_Kirchner,""Biathlon"",""GER"",1992,1994,3,1,0,4"
"http://dbpedia.org/resource/Magnus_Moan,""Nordic combined"",""NOR"",2006,2014,1,2,1,4"
"http://dbpedia.org/resource/Simon_Ammann,""Ski jumping"",""SUI"",2002,2010,4,0,0,4"
"http://dbpedia.org/resource/Betty_Cuthbert,""Athletics"",""AUS"",1956,1964,4,0,0,4"
"http://dbpedia.org/resource/Mima_Ito,""Table tennis"",""JPN"",2016,2020,1,1,2,4"
"http://dbpedia.org/resource/Vincenzo_Pinton,""Fencing"",""ITA"",1936,1952,0,4,0,4"
"http://dbpedia.org/resource/Summer_McIntosh,""Swimming"",""CAN"",2024,2024,3,1,0,4"
"http://dbpedia.org/resource/Yordan_Yovchev,""Gymnastics"",""BUL"",2000,2004,0,1,3,4"
"http://dbpedia.org/resource/Duke_Kahanamoku,""Swimming"",""USA"",1912,1924,3,1,0,4"
"http://dbpedia.org/resource/Hanni_Wenzel,""Alpine skiing"",""LIE"",1976,1980,2,1,1,4"
"http://dbpedia.org/resource/Beat_Hefti,""Bobsleigh"",""SUI"",2002,2014,1,0,3,4"
"http://dbpedia.org/resource/Joan_Llaneras,""Cycling"",""ESP"",2000,2008,2,2,0,4"
"http://dbpedia.org/resource/Tina_Maze,""Alpine skiing"",""SLO"",2010,2014,2,2,0,4"
"http://dbpedia.org/resource/Massimiliano_Rosolino,""Swimming"",""ITA"",2000,2004,1,1,2,4"
"http://dbpedia.org/resource/Liu_Guoliang,""Table tennis"",""CHN"",1996,2000,2,1,1,4"
"http://dbpedia.org/resource/Manuela_Stellmach,""Swimming"",""GDR"",1988,1992,2,0,2,4"
"http://dbpedia.org/resource/Sandra_Izbașa,""Gymnastics"",""ROU"",2008,2012,2,0,2,4"
"http://dbpedia.org/resource/Ildikó_Schwarczenberger,""Fencing"",""HUN"",1972,1980,1,1,2,4"
"http://dbpedia.org/resource/Ihar_Basinski,""Shooting"",""BLR"",1988,2000,0,2,2,4"
"http://dbpedia.org/resource/Rossano_Galtarossa,""Rowing"",""ITA"",1992,2008,1,1,2,4"
"http://dbpedia.org/resource/Franco_Menichelli,""Gymnastics"",""ITA"",1960,1964,0,1,3,4"
"http://dbpedia.org/resource/Evgeni_Plushenko,""Figure skating"",""RUS"",2002,2014,2,2,0,4"
"http://dbpedia.org/resource/Anthony_Ervin,""Swimming"",""USA"",2000,2016,3,1,0,4"
"http://dbpedia.org/resource/Chen_Jing_(table_tennis),""Table tennis"",""CHN"",1988,2000,1,2,1,4"
"http://dbpedia.org/resource/Marie_Dorin_Habert,""Biathlon"",""FRA"",2010,2018,1,1,2,4"
"http://dbpedia.org/resource/James_Brendan_Connolly,""Athletics"",""USA"",1896,1900,1,2,1,4"
"http://dbpedia.org/resource/Eugène_Grisot,""Archery"",""FRA"",1908,1920,1,2,1,4"
"http://dbpedia.org/resource/Julius_Skutnabb,""Speed skating"",""FIN"",1924,1928,1,2,1,4"
"http://dbpedia.org/resource/Le_Jingyi,""Swimming"",""CHN"",1992,1996,1,3,0,4"
"http://dbpedia.org/resource/Kristina_Groves,""Speed skating"",""CAN"",2006,2010,0,3,1,4"
"http://dbpedia.org/resource/Marleen_Veldhuis,""Swimming"",""NED"",2004,2012,1,1,2,4"
"http://dbpedia.org/resource/Jack_Carlin,""Cycling"",""GBR"",2020,2024,0,2,2,4"
"http://dbpedia.org/resource/Aksel_Lund_Svindal,""Alpine skiing"",""NOR"",2010,2018,2,1,1,4"
"http://dbpedia.org/resource/Stephan_Eberharter,""Alpine skiing"",""AUT"",1998,2002,1,2,1,4"
"http://dbpedia.org/resource/Alex_Yee,""Triathlon"",""GBR"",2020,2024,2,1,1,4"
"http://dbpedia.org/resource/Adam_Małysz,""Ski jumping"",""POL"",2002,2010,0,3,1,4"
"http://dbpedia.org/resource/Paula_Jean_Myers-Pope,""Diving"",""USA"",1952,1960,0,3,1,4"
"http://dbpedia.org/resource/Bernhard_Gruber,""Nordic combined"",""AUT"",2010,2018,1,0,3,4"
"http://dbpedia.org/resource/Herb_McKenley,""Athletics"",""JAM"",1948,1952,1,3,0,4"
"http://dbpedia.org/resource/Francesco_Friedrich,""Bobsleigh"",""GER"",2018,2022,4,0,0,4"
"http://dbpedia.org/resource/Bjarte_Engen_Vik,""Nordic combined"",""NOR"",1994,1998,2,1,1,4"
"http://dbpedia.org/resource/Tore_Holm,""Sailing"",""SWE"",1920,1948,2,0,2,4"
"http://dbpedia.org/resource/Bernhard_Germeshausen,""Bobsleigh"",""GDR"",1976,1980,3,1,0,4"
"http://dbpedia.org/resource/Matthew_Pinsent,""Rowing"",""GBR"",1992,2004,4,0,0,4"
"http://dbpedia.org/resource/Joaquín_Capilla,""Diving"",""MEX"",1948,1956,1,1,2,4"
"http://dbpedia.org/resource/Nathaniel_Cartmell,""Athletics"",""USA"",1904,1908,1,2,1,4"
"http://dbpedia.org/resource/Alevtina_Kolchina,""Cross-country skiing"",""URS"",1964,1968,1,0,3,4"
"http://dbpedia.org/resource/Florence_Griffith_Joyner,""Athletics"",""USA"",1984,1988,3,1,0,4"
"http://dbpedia.org/resource/Igor_Novikov_(pentathlete),""Modern pentathlon"",""URS"",1956,1964,1,3,0,4"
"http://dbpedia.org/resource/Olena_Kostevych,""Shooting"",""UKR"",2004,2020,1,0,3,4"
"http://dbpedia.org/resource/Kaija_Mustonen,""Speed skating"",""FIN"",1964,1968,1,2,1,4"
"http://dbpedia.org/resource/Jesse_Owens,""Athletics"",""USA"",1936,1936,4,0,0,4"
"http://dbpedia.org/resource/Sten_Stensen,""Speed skating"",""NOR"",1972,1976,1,1,2,4"
"http://dbpedia.org/resource/Martin_Höllwarth,""Ski jumping"",""AUT"",1992,1998,0,3,1,4"
"http://dbpedia.org/resource/Léonce_Quentin,""Archery"",""FRA"",1920,1920,0,3,1,4"
"http://dbpedia.org/resource/Maurice_Manificat,""Cross-country skiing"",""FRA"",2014,2022,0,0,4,4"
"http://dbpedia.org/resource/Albertson_Van_Zo_Post,""Fencing"",""USA"",1904,1904,1,1,2,4"
"http://dbpedia.org/resource/Cameron_McEvoy,""Swimming"",""AUS"",2016,2024,1,0,3,4"
"http://dbpedia.org/resource/Michael_Jung_(equestrian),""Equestrian"",""GER"",2012,2024,3,1,0,4"
"http://dbpedia.org/resource/Kipchoge_Keino,""Athletics"",""KEN"",1968,1972,2,2,0,4"
"http://dbpedia.org/resource/Andreas_Wellinger,""Ski jumping"",""GER"",2014,2018,2,2,0,4"
"http://dbpedia.org/resource/Nobuyuki_Aihara,""Gymnastics"",""JPN"",1956,1960,2,2,0,4"
"http://dbpedia.org/resource/Idalys_Ortiz,""Judo"",""CUB"",2008,2020,1,2,1,4"
"http://dbpedia.org/resource/Mark_Todd_(equestrian),""Equestrian"",""NZL"",1984,1992,2,1,1,4"
"http://dbpedia.org/resource/Andrey_Krylov_(swimmer_born_1956),""Swimming"",""URS"",1976,1980,1,3,0,4"
"http://dbpedia.org/resource/Hermann_Maier,""Alpine skiing"",""AUT"",1998,2006,2,1,1,4"
"http://dbpedia.org/resource/Gina_Gogean,""Gymnastics"",""ROU"",1996,1996,0,1,3,4"
"http://dbpedia.org/resource/Thomas_Ceccon,""Swimming"",""ITA"",2020,2024,1,1,2,4"
"http://dbpedia.org/resource/Thomas_Wassberg,""Cross-country skiing"",""SWE"",1980,1988,4,0,0,4"
"http://dbpedia.org/resource/Patrick_Roest,""Speed skating"",""NED"",2018,2022,0,3,1,4"
"http://dbpedia.org/resource/Nikita_Nagornyy,""Gymnastics"",""ROC"",2016,2020,1,1,2,4"
"http://dbpedia.org/resource/Kristóf_Milák,""Swimming"",""HUN"",2020,2024,2,2,0,4"
"http://dbpedia.org/resource/Kerri_Walsh_Jennings,""Beach volleyball"",""USA"",2004,2016,3,0,1,4"
"http://dbpedia.org/resource/Alvin_Kraenzlein,""Athletics"",""USA"",1900,1900,4,0,0,4"
"http://dbpedia.org/resource/Nikolaj_Pešalov,""Weightlifting"",""CRO"",1992,2004,1,1,2,4"
"http://dbpedia.org/resource/Lin_Li_(swimmer),""Swimming"",""CHN"",1992,1996,1,2,1,4"
