"personne,""discipline"",""nation"",""anneeMin"",""anneeMax"",""nbOr"",""nbArgent"",""nbBronze"",""total"""
"http://dbpedia.org/resource/Stephen_Nedoroscik,""Gymnastics"",""USA"",2024,2024,0,0,2,2"
"http://dbpedia.org/resource/Yu_Yiting,""Swimming"",""CHN"",2024,2024,0,0,2,2"
"http://dbpedia.org/resource/Laryssa_Biesenthal,""Rowing"",""CAN"",1996,2000,0,0,2,2"
"http://dbpedia.org/resource/Vasili_Kuznetsov_(decathlete),""Athletics"",""URS"",1956,1960,0,0,2,2"
"http://dbpedia.org/resource/Yojiro_Uetake,""Wrestling"",""JPN"",1964,1968,2,0,0,2"
"http://dbpedia.org/resource/Karl_Röderer,""Shooting"",""SUI"",1900,1900,2,0,0,2"
"http://dbpedia.org/resource/Cameron_van_der_Burgh,""Swimming"",""RSA"",2012,2016,1,1,0,2"
"http://dbpedia.org/resource/Kim_Ji-yeon_(fencer),""Fencing"",""KOR"",2012,2020,1,0,1,2"
"http://dbpedia.org/resource/Abel_Kiviat,""Athletics"",""USA"",1912,1912,1,1,0,2"
"http://dbpedia.org/resource/Arsen_Fadzaev,""Wrestling"",""URS"",1988,1992,2,0,0,2"
"http://dbpedia.org/resource/Matthias_Baumann,""Equestrian"",""FRG"",1988,1992,1,0,1,2"
"http://dbpedia.org/resource/Ashton_Eaton,""Athletics"",""USA"",2012,2016,2,0,0,2"
"http://dbpedia.org/resource/Chang_Yani,""Diving"",""CHN"",2024,2024,1,0,1,2"
"http://dbpedia.org/resource/Ross_Powers,""Snowboarding"",""USA"",1998,2002,1,0,1,2"
"http://dbpedia.org/resource/Yuri_Kovshov,""Equestrian"",""URS"",1980,1980,1,1,0,2"
"http://dbpedia.org/resource/Nicolae_Martinescu,""Wrestling"",""ROU"",1968,1972,1,0,1,2"
"http://dbpedia.org/resource/Hina_Hayata,""Table tennis"",""JPN"",2024,2024,0,1,1,2"
"http://dbpedia.org/resource/Ryan_Cochrane_(swimmer),""Swimming"",""CAN"",2008,2012,0,1,1,2"
"http://dbpedia.org/resource/Winthrop_Graham,""Athletics"",""JAM"",1988,1992,0,2,0,2"
"http://dbpedia.org/resource/Mary_Ellen_Clark,""Diving"",""USA"",1992,1996,0,0,2,2"
"http://dbpedia.org/resource/Lis_Hartel,""Equestrian"",""DEN"",1952,1956,0,2,0,2"
"http://dbpedia.org/resource/Vladimir_Drachev,""Biathlon"",""RUS"",1994,1998,0,1,1,2"
"http://dbpedia.org/resource/Erich_Borchmeyer,""Athletics"",""GER"",1932,1936,0,1,1,2"
"http://dbpedia.org/resource/Valeriy_Dolinin,""Rowing"",""URS"",1976,1980,0,1,1,2"
"http://dbpedia.org/resource/Ivan_Stedman,""Swimming"",""AUS"",1920,1924,0,2,0,2"
"http://dbpedia.org/resource/You_Hao,""Gymnastics"",""CHN"",2016,2020,0,1,1,2"
"http://dbpedia.org/resource/Endre_Tilli,""Fencing"",""HUN"",1952,1956,0,0,2,2"
"http://dbpedia.org/resource/Richard_Jouve,""Cross-country skiing"",""FRA"",2018,2022,0,0,2,2"
"http://dbpedia.org/resource/Einar_Karlsson,""Wrestling"",""SWE"",1932,1936,0,0,2,2"
"http://dbpedia.org/resource/Joachim_Dreifke,""Rowing"",""GDR"",1976,1980,1,0,1,2"
"http://dbpedia.org/resource/Bobby_Morrow,""Athletics"",""USA"",1956,1956,2,0,0,2"
"http://dbpedia.org/resource/Ethel_Lackie,""Swimming"",""USA"",1924,1924,2,0,0,2"
"http://dbpedia.org/resource/Sharon_Wichman,""Swimming"",""USA"",1968,1968,1,0,1,2"
"http://dbpedia.org/resource/Karsten_Warholm,""Athletics"",""NOR"",2020,2024,1,1,0,2"
"http://dbpedia.org/resource/Folke_Bohlin_(sailor),""Sailing"",""SWE"",1948,1956,1,1,0,2"
"http://dbpedia.org/resource/Heather_Stanning,""Rowing"",""GBR"",2012,2016,2,0,0,2"
"http://dbpedia.org/resource/Li_Wenwen,""Weightlifting"",""CHN"",2020,2024,2,0,0,2"
"http://dbpedia.org/resource/Guillaume_Cizeron,""Figure skating"",""FRA"",2018,2022,1,1,0,2"
"http://dbpedia.org/resource/Xiao_Yanning,""Artistic swimming"",""CHN"",2020,2024,1,1,0,2"
"http://dbpedia.org/resource/Uwe_Unterwalder,""Cycling"",""GDR"",1972,1980,0,2,0,2"
"http://dbpedia.org/resource/Louis_Ségura,""Gymnastics"",""FRA"",1908,1912,0,1,1,2"
"http://dbpedia.org/resource/Henry_Kaltenbrunn,""Cycling"",""RSA"",1920,1920,0,1,1,2"
"http://dbpedia.org/resource/Henri_Cochet,""Tennis"",""FRA"",1924,1924,0,2,0,2"
"http://dbpedia.org/resource/Angelika_Hellmann,""Gymnastics"",""GDR"",1972,1976,0,1,1,2"
"http://dbpedia.org/resource/Eddie_Owen_(runner),""Athletics"",""GBR"",1908,1912,0,1,1,2"
"http://dbpedia.org/resource/Jo_Aleh,""Sailing"",""NZL"",2012,2016,1,1,0,2"
"http://dbpedia.org/resource/Arvo_Haavisto,""Wrestling"",""FIN"",1924,1928,1,0,1,2"
"http://dbpedia.org/resource/Chen_Yiwen,""Diving"",""CHN"",2024,2024,2,0,0,2"
"http://dbpedia.org/resource/Csaba_Fenyvesi,""Fencing"",""HUN"",1972,1972,2,0,0,2"
"http://dbpedia.org/resource/Roger_Federer,""Tennis"",""SUI"",2008,2012,1,1,0,2"
"http://dbpedia.org/resource/Terje_Langli,""Cross-country skiing"",""NOR"",1992,1992,1,0,1,2"
"http://dbpedia.org/resource/Liane_Buhr,""Rowing"",""GDR"",1976,1980,2,0,0,2"
"http://dbpedia.org/resource/Charles_Bennett_(athlete),""Athletics"",""GBR"",1900,1900,1,1,0,2"
"http://dbpedia.org/resource/Robert_Sycz,""Rowing"",""POL"",2000,2004,2,0,0,2"
"http://dbpedia.org/resource/Jonathan_Edwards_(triple_jumper),""Athletics"",""GBR"",1996,2000,1,1,0,2"
"http://dbpedia.org/resource/Justin_Huish,""Archery"",""USA"",1996,1996,2,0,0,2"
"http://dbpedia.org/resource/Vera_Ilyina,""Diving"",""RUS"",2000,2004,1,1,0,2"
"http://dbpedia.org/resource/Kathleen_Baker,""Swimming"",""USA"",2016,2016,1,1,0,2"
"http://dbpedia.org/resource/Anna_Bessonova,""Gymnastics"",""UKR"",2000,2008,0,0,2,2"
"http://dbpedia.org/resource/Victor_Dolipschi,""Wrestling"",""ROU"",1972,1984,0,0,2,2"
"http://dbpedia.org/resource/Donald_Burgess,""Cycling"",""GBR"",1952,1956,0,0,2,2"
"http://dbpedia.org/resource/Oliver_Kirk,""Boxing"",""USA"",1904,1904,2,0,0,2"
"http://dbpedia.org/resource/Jörg_Woithe,""Swimming"",""GDR"",1980,1980,1,1,0,2"
"http://dbpedia.org/resource/Ludwig_Stubbendorf,""Equestrian"",""GER"",1936,1936,2,0,0,2"
"http://dbpedia.org/resource/Derek_Allhusen,""Equestrian"",""GBR"",1968,1968,1,1,0,2"
"http://dbpedia.org/resource/László_Berti,""Fencing"",""HUN"",1924,1924,0,1,1,2"
"http://dbpedia.org/resource/Terrence_Trammell,""Athletics"",""USA"",2000,2004,0,2,0,2"
"http://dbpedia.org/resource/André_Nelis,""Sailing"",""BEL"",1956,1960,0,1,1,2"
"http://dbpedia.org/resource/Igor_Astapkovich,""Athletics"",""EUN"",1992,2000,0,1,1,2"
"http://dbpedia.org/resource/Zhang_Xianghua,""Rowing"",""CHN"",1988,1988,0,1,1,2"
"http://dbpedia.org/resource/Simon_Burgess,""Rowing"",""AUS"",2000,2004,0,2,0,2"
"http://dbpedia.org/resource/Katie_Zaferes,""Triathlon"",""USA"",2020,2020,0,1,1,2"
"http://dbpedia.org/resource/Charles_Courant,""Wrestling"",""SUI"",1920,1924,0,1,1,2"
"http://dbpedia.org/resource/Mirja_Lehtonen,""Cross-country skiing"",""FIN"",1964,1964,0,1,1,2"
"http://dbpedia.org/resource/Madeline_Groves,""Swimming"",""AUS"",2016,2016,0,2,0,2"
"http://dbpedia.org/resource/Xian_Dongmei,""Judo"",""CHN"",2004,2008,2,0,0,2"
"http://dbpedia.org/resource/Aurélio_Miguel,""Judo"",""BRA"",1988,1996,1,0,1,2"
"http://dbpedia.org/resource/Emil_Väre,""Wrestling"",""FIN"",1912,1920,2,0,0,2"
"http://dbpedia.org/resource/Siyka_Kelbecheva,""Rowing"",""BUL"",1976,1980,1,0,1,2"
"http://dbpedia.org/resource/Jacques_Cariou,""Equestrian"",""FRA"",1912,1912,1,0,1,2"
"http://dbpedia.org/resource/Godfrey_Brown_(athlete),""Athletics"",""GBR"",1936,1936,1,1,0,2"
"http://dbpedia.org/resource/Lauritz_Schoof,""Rowing"",""GER"",2012,2016,2,0,0,2"
"http://dbpedia.org/resource/Ville_Pörhölä,""Athletics"",""FIN"",1920,1932,1,1,0,2"
"http://dbpedia.org/resource/Jens_Müller_(luger),""Luge"",""GDR"",1988,1998,1,0,1,2"
"http://dbpedia.org/resource/Heinrich_Peters,""Sailing"",""GER"",1900,1900,1,1,0,2"
"http://dbpedia.org/resource/Yelena_Rudkovskaya,""Swimming"",""EUN"",1992,1992,1,0,1,2"
"http://dbpedia.org/resource/Linn_Gestblom,""Biathlon"",""SWE"",2018,2022,1,1,0,2"
"http://dbpedia.org/resource/Iona_Anderson,""Swimming"",""AUS"",2024,2024,0,1,1,2"
"http://dbpedia.org/resource/Géo_André,""Athletics"",""FRA"",1908,1920,0,1,1,2"
"http://dbpedia.org/resource/Wang_Zhen_(racewalker),""Athletics"",""CHN"",2012,2016,1,0,1,2"
"http://dbpedia.org/resource/Karl_Schäfer_(figure_skater),""Figure skating"",""AUT"",1932,1936,2,0,0,2"
"http://dbpedia.org/resource/Tom_Liebscher,""Canoeing"",""GER"",2016,2020,2,0,0,2"
"http://dbpedia.org/resource/Günther_Huber,""Bobsleigh"",""ITA"",1994,1998,1,0,1,2"
"http://dbpedia.org/resource/Kazuyasu_Minobe,""Fencing"",""JPN"",2020,2024,1,1,0,2"
"http://dbpedia.org/resource/Mitch_Larkin,""Swimming"",""AUS"",2016,2016,0,1,1,2"
"http://dbpedia.org/resource/Rafael_Alba,""Taekwondo"",""CIV"",2020,2024,0,0,2,2"
"http://dbpedia.org/resource/Misato_Nakamura,""Judo"",""ALG"",2008,2016,0,0,2,2"
"http://dbpedia.org/resource/Vítězslav_Veselý,""Athletics"",""CZE"",2012,2020,0,0,2,2"
"http://dbpedia.org/resource/Johann_Riederer,""Shooting"",""FRG"",1988,1992,0,0,2,2"
"http://dbpedia.org/resource/Giulio_Sarrocchi,""Fencing"",""ITA"",1924,1928,1,1,0,2"
"http://dbpedia.org/resource/Andrzej_Wroński,""Wrestling"",""POL"",1988,1996,2,0,0,2"
"http://dbpedia.org/resource/Li_Na_(fencer),""Fencing"",""CHN"",2000,2012,1,0,1,2"
"http://dbpedia.org/resource/Karl_Frei,""Gymnastics"",""SUI"",1948,1948,1,1,0,2"
"http://dbpedia.org/resource/Bengt_Baron,""Swimming"",""SWE"",1980,1984,1,0,1,2"
"http://dbpedia.org/resource/Anatoly_Khrapaty,""Weightlifting"",""URS"",1988,1996,1,1,0,2"
"http://dbpedia.org/resource/Zhan_Xugang,""Weightlifting"",""CHN"",1996,2000,2,0,0,2"
"http://dbpedia.org/resource/Evy_Berggren,""Gymnastics"",""SWE"",1952,1956,1,1,0,2"
"http://dbpedia.org/resource/Hans_Vinjarengen,""Nordic combined"",""NOR"",1928,1932,0,1,1,2"
"http://dbpedia.org/resource/Jacob_Barsøe,""Rowing"",""DEN"",2012,2016,0,1,1,2"
"http://dbpedia.org/resource/Natallia_Sazanovich,""Athletics"",""BLR"",1996,2000,0,1,1,2"
"http://dbpedia.org/resource/Chen_Dequan,""Short-track speed skating"",""CHN"",2014,2018,0,1,1,2"
"http://dbpedia.org/resource/Bang_Soo-hyun,""Badminton"",""KOR"",1996,1996,1,1,0,2"
"http://dbpedia.org/resource/Miltiadis_Tentoglou,""Athletics"",""GRE"",2020,2024,2,0,0,2"
"http://dbpedia.org/resource/Ole_Berntsen,""Sailing"",""DEN"",1956,1964,1,1,0,2"
"http://dbpedia.org/resource/Bryan_Clay,""Athletics"",""USA"",2004,2008,1,1,0,2"
"http://dbpedia.org/resource/Monika_Zehrt,""Athletics"",""GDR"",1972,1972,2,0,0,2"
"http://dbpedia.org/resource/Maksim_Tarasov,""Athletics"",""EUN"",1992,2000,1,0,1,2"
"http://dbpedia.org/resource/Guy_Drut,""Athletics"",""FRA"",1972,1976,1,1,0,2"
"http://dbpedia.org/resource/Leonid_Zhabotinsky,""Weightlifting"",""URS"",1964,1968,2,0,0,2"
"http://dbpedia.org/resource/Đurđica_Bjedov,""Swimming"",""YUG"",1968,1968,1,1,0,2"
"http://dbpedia.org/resource/Gerek_Meinhardt,""Fencing"",""USA"",2016,2020,0,0,2,2"
"http://dbpedia.org/resource/Erik_Almlöf,""Athletics"",""SWE"",1912,1920,0,0,2,2"
"http://dbpedia.org/resource/Nicolae_Țaga,""Rowing"",""ROU"",1992,1992,1,0,1,2"
"http://dbpedia.org/resource/Óscar_Cristi,""Equestrian"",""CHI"",1952,1952,0,2,0,2"
"http://dbpedia.org/resource/Mitch_Booth,""Sailing"",""AUS"",1992,1996,0,1,1,2"
"http://dbpedia.org/resource/Pimsiri_Sirikaew,""Weightlifting"",""THA"",2012,2016,0,2,0,2"
"http://dbpedia.org/resource/Jan_Bártů,""Modern pentathlon"",""TCH"",1976,1976,0,1,1,2"
"http://dbpedia.org/resource/Mauro_Sarmiento,""Taekwondo"",""ITA"",2008,2012,0,1,1,2"
"http://dbpedia.org/resource/Girolamo_Giovinazzo,""Judo"",""ITA"",1996,2000,0,1,1,2"
"http://dbpedia.org/resource/Indrek_Pertelson,""Judo"",""EST"",2000,2004,0,0,2,2"
"http://dbpedia.org/resource/Leszek_Błażyński,""Boxing"",""POL"",1972,1976,0,0,2,2"
"http://dbpedia.org/resource/Primož_Kozmus,""Athletics"",""SLO"",2008,2012,1,1,0,2"
"http://dbpedia.org/resource/Grant_Holloway,""Athletics"",""USA"",2020,2024,1,1,0,2"
"http://dbpedia.org/resource/Sarah_Hildebrandt,""Wrestling"",""USA"",2020,2024,1,0,1,2"
"http://dbpedia.org/resource/Komeil_Ghasemi,""Wrestling"",""IRI"",2012,2016,1,1,0,2"
"http://dbpedia.org/resource/Milt_Campbell,""Athletics"",""USA"",1952,1956,1,1,0,2"
"http://dbpedia.org/resource/Roswietha_Zobelt,""Rowing"",""GDR"",1976,1980,2,0,0,2"
"http://dbpedia.org/resource/Erhard_Keller,""Speed skating"",""FRG"",1968,1972,2,0,0,2"
"http://dbpedia.org/resource/Luigi_Beccali,""Athletics"",""ITA"",1932,1936,1,0,1,2"
"http://dbpedia.org/resource/Hugh_Edwards_(rower),""Rowing"",""GBR"",1932,1932,2,0,0,2"
"http://dbpedia.org/resource/Håvard_Bøkko,""Speed skating"",""NOR"",2010,2018,1,0,1,2"
"http://dbpedia.org/resource/Artur_Davtyan,""Gymnastics"",""ARM"",2020,2024,0,1,1,2"
"http://dbpedia.org/resource/Allan_Jay,""Fencing"",""GBR"",1960,1960,0,2,0,2"
"http://dbpedia.org/resource/Marlene_Elejarde,""Athletics"",""CUB"",1968,1972,0,1,1,2"
"http://dbpedia.org/resource/Melissa_Wu,""Diving"",""AUS"",2008,2020,0,1,1,2"
"http://dbpedia.org/resource/George_Woods_(shot_putter),""Athletics"",""USA"",1968,1972,0,2,0,2"
"http://dbpedia.org/resource/Tamirat_Tola,""Athletics"",""ETH"",2016,2024,1,0,1,2"
"http://dbpedia.org/resource/Bruce_Kendall,""Sailing"",""NZL"",1984,1988,1,0,1,2"
"http://dbpedia.org/resource/Mads_Rasmussen,""Rowing"",""DEN"",2008,2012,1,0,1,2"
"http://dbpedia.org/resource/Gösta_Pettersson,""Cycling"",""SWE"",1968,1968,0,1,1,2"
"http://dbpedia.org/resource/Jacques_Morel_(rower),""Rowing"",""FRA"",1960,1964,0,2,0,2"
"http://dbpedia.org/resource/Morgan_Pearson,""Triathlon"",""USA"",2020,2024,0,2,0,2"
"http://dbpedia.org/resource/Thomas_Neill_(swimmer),""Swimming"",""AUS"",2020,2024,0,0,2,2"
"http://dbpedia.org/resource/Marc_Ryan,""Cycling"",""NZL"",2008,2012,0,0,2,2"
"http://dbpedia.org/resource/Thomas_Burke_(athlete),""Athletics"",""USA"",1896,1896,2,0,0,2"
"http://dbpedia.org/resource/Hermanni_Pihlajamäki,""Wrestling"",""FIN"",1932,1936,1,0,1,2"
"http://dbpedia.org/resource/Henry_Carr,""Athletics"",""USA"",1964,1964,2,0,0,2"
"http://dbpedia.org/resource/Jay_Barrs,""Archery"",""USA"",1988,1988,1,1,0,2"
"http://dbpedia.org/resource/Henri_Oreiller,""Alpine skiing"",""FRA"",1948,1948,2,0,0,2"
"http://dbpedia.org/resource/Edmund_Coffin,""Equestrian"",""USA"",1976,1976,2,0,0,2"
"http://dbpedia.org/resource/Beverley_Whitfield,""Swimming"",""AUS"",1972,1972,1,0,1,2"
"http://dbpedia.org/resource/Hans_Maier_(rower),""Rowing"",""GER"",1932,1936,1,1,0,2"
"http://dbpedia.org/resource/Steve_Lundquist,""Swimming"",""USA"",1984,1984,2,0,0,2"
"http://dbpedia.org/resource/Tianna_Bartoletta,""Athletics"",""USA"",2016,2016,2,0,0,2"
"http://dbpedia.org/resource/Sylvain_Guillaume,""Nordic combined"",""FRA"",1992,1998,0,1,1,2"
"http://dbpedia.org/resource/Gerard_Bosch_van_Drakestein,""Cycling"",""NED"",1924,1928,0,1,1,2"
"http://dbpedia.org/resource/Karsten_Forsterling,""Rowing"",""AUS"",2012,2016,0,1,1,2"
"http://dbpedia.org/resource/Rolf_Thorsen,""Rowing"",""NOR"",1988,1992,0,2,0,2"
"http://dbpedia.org/resource/Mark_Crear,""Athletics"",""USA"",1996,2000,0,1,1,2"
"http://dbpedia.org/resource/Sada_Jacobson,""Fencing"",""USA"",2008,2008,0,1,1,2"
"http://dbpedia.org/resource/Audrey_Tcheuméo,""Judo"",""FRA"",2012,2016,0,1,1,2"
"http://dbpedia.org/resource/Nina_Zhivanevskaya,""Swimming"",""ESP"",1992,2000,0,0,2,2"
"http://dbpedia.org/resource/Erik_Larsson_(skier),""Cross-country skiing"",""SWE"",1936,1936,1,0,1,2"
"http://dbpedia.org/resource/Zhang_Ning,""Badminton"",""CHN"",2004,2008,2,0,0,2"
"http://dbpedia.org/resource/Yu_Yang_(badminton),""Badminton"",""CHN"",2008,2008,1,0,1,2"
"http://dbpedia.org/resource/Julius_Sang,""Athletics"",""KEN"",1972,1972,1,0,1,2"
"http://dbpedia.org/resource/Randy_Matson,""Athletics"",""USA"",1964,1968,1,1,0,2"
"http://dbpedia.org/resource/John_Badcock_(rower),""Rowing"",""GBR"",1928,1932,1,1,0,2"
"http://dbpedia.org/resource/Eugen_Sigg,""Rowing"",""SUI"",1924,1924,1,0,1,2"
"http://dbpedia.org/resource/Tadeusz_Ślusarski,""Athletics"",""POL"",1976,1980,1,1,0,2"
"http://dbpedia.org/resource/Yun_Young-sook,""Archery"",""KOR"",1988,1988,1,0,1,2"
"http://dbpedia.org/resource/Carol_Heiss,""Figure skating"",""USA"",1956,1960,1,1,0,2"
"http://dbpedia.org/resource/Roman_Rurua,""Wrestling"",""URS"",1964,1968,1,1,0,2"
"http://dbpedia.org/resource/Mark_Arie,""Shooting"",""USA"",1920,1920,2,0,0,2"
"http://dbpedia.org/resource/Thomas_Ford_(rower),""Rowing"",""GBR"",2020,2024,1,0,1,2"
"http://dbpedia.org/resource/Bulat_Zhumadilov,""Boxing"",""KAZ"",1996,2000,0,2,0,2"
"http://dbpedia.org/resource/Eberhard_Rösch,""Biathlon"",""GDR"",1980,1980,0,1,1,2"
"http://dbpedia.org/resource/Iryna_Koliadenko,""Wrestling"",""UKR"",2020,2024,0,1,1,2"
"http://dbpedia.org/resource/Maria_Vicol,""Fencing"",""ROM"",1960,1968,0,0,2,2"
"http://dbpedia.org/resource/Mira_Potkonen,""Boxing"",""FIN"",2016,2020,0,0,2,2"
"http://dbpedia.org/resource/Dudley_Storey,""Rowing"",""NZL"",1968,1972,1,1,0,2"
"http://dbpedia.org/resource/Rovshan_Bayramov,""Wrestling"",""AZE"",2008,2012,0,2,0,2"
"http://dbpedia.org/resource/August_Kiuru,""Cross-country skiing"",""FIN"",1948,1956,0,2,0,2"
"http://dbpedia.org/resource/Ian_Hallam,""Cycling"",""GBR"",1972,1976,0,0,2,2"
"http://dbpedia.org/resource/Hedwig_Rosenbaum,""Tennis"",""USA"",1900,1900,0,0,2,2"
"http://dbpedia.org/resource/Arisa_Higashino,""Badminton"",""JPN"",2020,2024,0,0,2,2"
"http://dbpedia.org/resource/Bertil_Uggla,""Modern pentathlon"",""SWE"",1912,1924,0,0,2,2"
"http://dbpedia.org/resource/Florence_Masnada,""Alpine skiing"",""FRA"",1992,1998,0,0,2,2"
"http://dbpedia.org/resource/Jeannie_Longo,""Cycling"",""FRA"",1992,1996,1,1,0,2"
"http://dbpedia.org/resource/Ids_Postma,""Speed skating"",""NED"",1998,1998,1,1,0,2"
"http://dbpedia.org/resource/Leandro_Faggin,""Cycling"",""ITA"",1956,1956,2,0,0,2"
"http://dbpedia.org/resource/Ingrid_Becker,""Athletics"",""FRG"",1968,1972,2,0,0,2"
"http://dbpedia.org/resource/Marino_Morettini,""Cycling"",""ITA"",1952,1952,1,1,0,2"
"http://dbpedia.org/resource/Laura_Tomlinson,""Equestrian"",""GBR"",2012,2012,1,0,1,2"
"http://dbpedia.org/resource/Albina_Osipowich,""Swimming"",""USA"",1928,1928,2,0,0,2"
"http://dbpedia.org/resource/Caroline_Lind,""Rowing"",""USA"",2008,2012,2,0,0,2"
"http://dbpedia.org/resource/Lee_Jung-su,""Short track speed skating"",""KOR"",2010,2010,2,0,0,2"
"http://dbpedia.org/resource/Alistair_Brownlee,""Triathlon"",""GBR"",2012,2016,2,0,0,2"
"http://dbpedia.org/resource/Shen_Xue,""Figure skating"",""CHN"",2006,2010,1,0,1,2"
"http://dbpedia.org/resource/Givi_Kartozia,""Wrestling"",""URS"",1956,1960,1,0,1,2"
"http://dbpedia.org/resource/Eric_Carlberg,""Shooting"",""SWE"",1912,1912,1,1,0,2"
"http://dbpedia.org/resource/Shaunae_Miller-Uibo,""Athletics"",""BAH"",2016,2020,2,0,0,2"
"http://dbpedia.org/resource/Lukáš_Krpálek,""Judo"",""CZE"",2016,2020,2,0,0,2"
"http://dbpedia.org/resource/Alicia_Hoskin,""Canoeing"",""NZL"",2024,2024,2,0,0,2"
"http://dbpedia.org/resource/Mete_Gazoz,""Archery"",""TUR"",2020,2024,1,0,1,2"
"http://dbpedia.org/resource/Austra_Skujytė,""Athletics"",""LTU"",2004,2012,0,1,1,2"
"http://dbpedia.org/resource/Markus_Rogan,""Swimming"",""AUT"",2004,2004,0,2,0,2"
"http://dbpedia.org/resource/Carlo_Asinari,""Equestrian"",""ITA"",1920,1920,0,1,1,2"
"http://dbpedia.org/resource/Zhou_Shouying,""Rowing"",""CHN"",1988,1988,0,1,1,2"
"http://dbpedia.org/resource/Jonathan_Smith_(rower),""Rowing"",""USA"",1984,1988,0,1,1,2"
"http://dbpedia.org/resource/Keely_Hodgkinson,""Athletics"",""GBR"",2020,2024,1,1,0,2"
"http://dbpedia.org/resource/Benjamin_Thomas_(cyclist),""Cycling"",""FRA"",2020,2024,1,0,1,2"
"http://dbpedia.org/resource/Michael_Diamond_(sport_shooter),""Shooting"",""AUS"",1996,2000,2,0,0,2"
"http://dbpedia.org/resource/Daniel_Bouckaert,""Equestrian"",""BEL"",1920,1920,2,0,0,2"
"http://dbpedia.org/resource/Lionel_Cox_(cyclist),""Cycling"",""AUS"",1952,1952,1,1,0,2"
"http://dbpedia.org/resource/Georg_von_Braun,""Equestrian"",""SWE"",1920,1924,2,0,0,2"
"http://dbpedia.org/resource/Marty_Nothstein,""Cycling"",""USA"",1996,2000,1,1,0,2"
"http://dbpedia.org/resource/Lao_Lishi,""Diving"",""CHN"",2004,2004,1,1,0,2"
"http://dbpedia.org/resource/Deon_Hemmings,""Athletics"",""JAM"",1996,2000,1,1,0,2"
"http://dbpedia.org/resource/Michael_Page_(equestrian),""Equestrian"",""USA"",1968,1968,0,1,1,2"
"http://dbpedia.org/resource/Sverre_Sørsdal,""Boxing"",""NOR"",1920,1924,0,1,1,2"
"http://dbpedia.org/resource/Gao_E_(sport_shooter),""Shooting"",""CHN"",2000,2004,0,0,2,2"
"http://dbpedia.org/resource/Ilya_Kharun,""Swimming"",""CAN"",2024,2024,0,0,2,2"
"http://dbpedia.org/resource/Alex_Shibutani,""Figure skating"",""USA"",2018,2018,0,0,2,2"
"http://dbpedia.org/resource/Vida_Vencienė,""Cross-country skiing"",""URS"",1988,1988,1,0,1,2"
"http://dbpedia.org/resource/Friedrich_Gerhard,""Equestrian"",""GER"",1936,1936,1,1,0,2"
"http://dbpedia.org/resource/Bálint_Kopasz,""Canoe sprint"",""HUN"",2020,2024,1,0,1,2"
"http://dbpedia.org/resource/Vilhelm_Vett,""Sailing"",""DEN"",1924,1928,0,2,0,2"
"http://dbpedia.org/resource/Fiona_May,""Athletics"",""ITA"",1996,2000,0,2,0,2"
"http://dbpedia.org/resource/Pascal_Touron,""Rowing"",""FRA"",2000,2004,0,1,1,2"
"http://dbpedia.org/resource/Kevin_Mayer,""Athletics"",""FRA"",2016,2020,0,2,0,2"
"http://dbpedia.org/resource/Juno_Stover-Irwin,""Diving"",""USA"",1952,1956,0,1,1,2"
"http://dbpedia.org/resource/Natalia_Kaczmarek,""Athletics"",""POL"",2020,2024,0,1,1,2"
"http://dbpedia.org/resource/Oldřich_Svojanovský,""Rowing"",""TCH"",1972,1976,0,1,1,2"
"http://dbpedia.org/resource/Stefan_Angelov,""Wrestling"",""BUL"",1972,1976,0,0,2,2"
"http://dbpedia.org/resource/Goran_Ivanišević,""Tennis"",""CRO"",1992,1992,0,0,2,2"
"http://dbpedia.org/resource/Burglinde_Pollak,""Athletics"",""GDR"",1972,1976,0,0,2,2"
"http://dbpedia.org/resource/Feng_Zhe,""Gymnastics"",""CHN"",2012,2012,2,0,0,2"
"http://dbpedia.org/resource/Sándor_Pósta,""Fencing"",""HUN"",1924,1924,1,1,0,2"
"http://dbpedia.org/resource/Kenzō_Shirai,""Gymnastics"",""JPN"",2016,2016,1,0,1,2"
"http://dbpedia.org/resource/Jürg_Röthlisberger,""Judo"",""SUI"",1976,1980,1,0,1,2"
"http://dbpedia.org/resource/Mateusz_Kusznierewicz,""Sailing"",""POL"",1996,2004,1,0,1,2"
"http://dbpedia.org/resource/Philipp_Schoch,""Snowboarding"",""SUI"",2002,2006,2,0,0,2"
"http://dbpedia.org/resource/Yordanka_Donkova,""Athletics"",""BUL"",1988,1992,1,0,1,2"
"http://dbpedia.org/resource/Cai_Yun,""Badminton"",""CHN"",2008,2012,1,1,0,2"
"http://dbpedia.org/resource/Fyodor_Terentyev,""Cross-country skiing"",""URS"",1956,1956,1,0,1,2"
"http://dbpedia.org/resource/Aleksey_Petrov_(weightlifter),""Weightlifting"",""RUS"",1996,2000,1,0,1,2"
"http://dbpedia.org/resource/Liliyana_Natsir,""Badminton"",""INA"",2008,2016,1,1,0,2"
"http://dbpedia.org/resource/Shi_Zhiyong_(weightlifter,_born_1993),""Weightlifting"",""CHN"",2016,2020,2,0,0,2"
"http://dbpedia.org/resource/Udo_Quellmalz,""Judo"",""GER"",1992,1996,1,0,1,2"
"http://dbpedia.org/resource/Liu_Shiwen,""Table tennis"",""CHN"",2016,2020,1,1,0,2"
"http://dbpedia.org/resource/Ilse_Paulis,""Rowing"",""NED"",2016,2020,1,0,1,2"
